trip_id,block_id,route_id,service_id,direction_id,shape_id
af842211-7-7b3b433c-d,,b3b1c05a,2,0,994835954
cd1d72d5-c-7b3b433c-d,,b3b1c05a,2,1,994835955
ab97b4fb-a-7b3b433c-d,,b3b1c05a,2,0,994835954
064ef5ea-d-7b3b433c-d,,b3b1c05a,2,1,994835955
a613ff2e-a-7b3b433c-d,,b3b1c05a,2,0,994835954
e797fde3-a-7b3b433c-d,,b3b1c05a,2,1,994835955
2f97d9fc-5-7b3b433c-d,,b3b1c05a,2,0,994835954
698da711-6-7b3b433c-d,,b3b1c05a,2,1,994835955
9ae66d0c-e-7b3b433c-d,,b3b1c05a,2,0,994835954
606f7e4f-3-7b3b433c-d,,b3b1c05a,2,1,994835955
77b8a91e-9-7b3b433c-d,,b3b1c05a,2,0,994835954
c4a2652a-7-7b3b433c-d,,b3b1c05a,2,1,994835955
76cd5e51-2-7b3b433c-d,,b3b1c05a,2,0,994835954
a206d2c6-5-7b3b433c-d,,b3b1c05a,2,1,994835955
765c2ade-0-7b3b433c-d,,b3b1c05a,2,0,994835954
583bdac8-6-7b3b433c-d,,b3b1c05a,2,1,994835955
55f1c50a-c-7b3b433c-d,,b3b1c05a,2,0,994835954
bd15b2ba-d-7b3b433c-d,,b3b1c05a,2,1,994835955
8bbc3f3c-1-7b3b433c-d,,b3b1c05a,2,0,994835954
80dc343f-1-7b3b433c-d,,b3b1c05a,2,1,994835955
6c248995-1-7b3b433c-d,,b3b1c05a,2,0,994835954
a4a8db17-2-7b3b433c-d,,b3b1c05a,2,1,994835955
db5bae14-7-7b3b433c-d,,b3b1c05a,2,0,994835954
dd118663-f-7b3b433c-d,,b3b1c05a,2,0,994835954
384ff596-6-7b3b433c-d,,b3b1c05a,2,1,994835955
3721a31d-2-7b3b433c-d,,b3b1c05a,2,0,994835954
a950b025-f-7b3b433c-d,,b3b1c05a,2,0,994835954
9ed3cf8f-5-7b3b433c-d,,b3b1c05a,2,1,994835955
d46b0ae8-d-7b3b433c-d,,b3b1c05a,2,0,994835954
5f1e1497-c-7b3b433c-d,,b3b1c05a,2,1,994835955
8165e01d-2-7b3b433c-d,,b3b1c05a,2,0,994835954
c18fd101-5-7b3b433c-d,,b3b1c05a,2,1,994835955
c8935e2f-5-7b3b433c-d,,b3b1c05a,2,0,994835954
7a7c567a-2-7b3b433c-d,,b3b1c05a,2,1,994835955
e5e33764-f-7b3b433c-d,,b3b1c05a,2,0,994835954
4ca2de34-a-7b3b433c-d,,b3b1c05a,2,1,994835955
4221aa8c-a-7b3b433c-d,,b3b1c05a,2,0,994835954
c3c2ced8-3-7b3b433c-d,,b3b1c05a,2,1,994835955
d813f7a9-6-7b3b433c-d,,b3b1c05a,2,0,994835954
d315e254-9-7b3b433c-d,,b3b1c05a,2,1,994835955
2cb831b9-f-7b3b433c-d,,b3b1c05a,2,0,994835954
acd51d9e-9-7b3b433c-d,,b3b1c05a,2,1,994835955
11d04098-2-7b3b433c-d,,b3b1c05a,2,0,994835954
2856fa07-4-7b3b433c-d,,b3b1c05a,2,1,994835955
2feb1322-d-7b3b433c-d,,b3b1c05a,2,1,994835955
41f42021-a-7b3b433c-d,,b3b1c05a,2,1,994835955
ffccb11a-4-7b3b433c-d,,b3b1c05a,2,1,994835955
9c0f187f-8-7b3b433c-d,,b3b1c05a,2,1,994835955
d4357eba-a-7b3b433c-d,,c2cc22b2,2,0,994835916
098598a8-8-7b3b433c-d,,c2cc22b2,2,0,994835916
18692a81-e-7b3b433c-d,,c2cc22b2,2,0,994835916
a33cdb63-7-7b3b433c-d,,c2cc22b2,2,0,994835916
c9a41bd4-e-7b3b433c-d,,c2cc22b2,2,0,994835916
b4743b91-f-7b3b433c-d,,c2cc22b2,2,0,994835916
090446eb-0-7b3b433c-d,,c2cc22b2,2,1,994835917
664ac12a-3-7b3b433c-d,,c2cc22b2,2,0,994835916
1dcfad7c-f-7b3b433c-d,,c2cc22b2,2,1,994835917
968403ca-f-7b3b433c-d,,c2cc22b2,2,0,994835916
2b4a7614-6-7b3b433c-d,,c2cc22b2,2,1,994835917
98d80b76-d-7b3b433c-d,,c2cc22b2,2,0,994835916
8be4f019-f-7b3b433c-d,,c2cc22b2,2,1,994835917
db8f7a1a-e-7b3b433c-d,,c2cc22b2,2,0,994835916
79ca76c9-3-7b3b433c-d,,c2cc22b2,2,1,994835917
7fb7e2f7-8-7b3b433c-d,,c2cc22b2,2,0,994835916
c1a33122-d-7b3b433c-d,,c2cc22b2,2,1,994835917
4b214b31-2-7b3b433c-d,,c2cc22b2,2,0,994835916
084d4d08-8-7b3b433c-d,,c2cc22b2,2,1,994835917
894d367b-b-7b3b433c-d,,c2cc22b2,2,0,994835916
367349dd-8-7b3b433c-d,,c2cc22b2,2,1,994835917
86b8fc61-e-7b3b433c-d,,c2cc22b2,2,1,994835917
19984fbb-6-7b3b433c-d,,c2cc22b2,2,0,994835916
95e0523c-3-7b3b433c-d,,c2cc22b2,2,1,994835917
674238b2-a-7b3b433c-d,,c2cc22b2,2,1,994835917
9930c6c8-8-7b3b433c-d,,c2cc22b2,2,0,994835916
7f2890bc-3-7b3b433c-d,,c2cc22b2,2,1,994835917
b204a551-2-7b3b433c-d,,c2cc22b2,2,1,994835917
5809fffb-d-7b3b433c-d,,c2cc22b2,2,0,994835916
52287924-5-7b3b433c-d,,c2cc22b2,2,1,994835917
89d48b6d-a-7b3b433c-d,,c2cc22b2,2,0,994835916
cd662e00-1-7b3b433c-d,,c2cc22b2,2,1,994835917
ba24b232-a-7b3b433c-d,,c2cc22b2,2,0,994835916
5ae1c85e-a-7b3b433c-d,,c2cc22b2,2,1,994835917
90fa460b-2-7b3b433c-d,,c2cc22b2,2,0,994835916
744b99d7-7-7b3b433c-d,,c2cc22b2,2,1,994835917
bfc07e6a-a-7b3b433c-d,,c2cc22b2,2,0,994835916
1c07280f-d-7b3b433c-d,,c2cc22b2,2,1,994835917
691c3c10-e-7b3b433c-d,,c2cc22b2,2,0,994835916
f0de7fd1-4-7b3b433c-d,,c2cc22b2,2,1,994835917
5589d5c1-5-7b3b433c-d,,c2cc22b2,2,0,994835916
fe2e94f6-1-7b3b433c-d,,c2cc22b2,2,1,994835917
9370a201-6-7b3b433c-d,,c2cc22b2,2,0,994835916
2fe66096-0-7b3b433c-d,,c2cc22b2,2,1,994835917
7d671725-c-7b3b433c-d,,c2cc22b2,2,0,994835916
96cf106f-d-7b3b433c-d,,c2cc22b2,2,1,994835917
e38d4af3-3-7b3b433c-d,,c2cc22b2,2,0,994835916
9d2e24b5-c-7b3b433c-d,,c2cc22b2,2,1,994835917
d81d86ef-9-7b3b433c-d,,c2cc22b2,2,0,994835916
725fab4f-c-7b3b433c-d,,c2cc22b2,2,1,994835917
adab57d2-7-7b3b433c-d,,c2cc22b2,2,0,994835916
6e7bcef9-4-7b3b433c-d,,c2cc22b2,2,0,994835916
8cb539cc-f-7b3b433c-d,,c2cc22b2,2,1,994835917
278a4b0f-c-7b3b433c-d,,c2cc22b2,2,0,994835916
0dcd2940-d-7b3b433c-d,,c2cc22b2,2,0,994835916
1c3212da-a-7b3b433c-d,,c2cc22b2,2,1,994835917
ae134cf5-5-7b3b433c-d,,c2cc22b2,2,0,994835916
9f11aead-5-7b3b433c-d,,c2cc22b2,2,0,994835916
272aeb54-2-7b3b433c-d,,c2cc22b2,2,1,994835917
db4a4b38-5-7b3b433c-d,,c2cc22b2,2,0,994835916
8af519df-c-7b3b433c-d,,c2cc22b2,2,1,994835917
3577a353-9-7b3b433c-d,,c2cc22b2,2,0,994835916
deed2d16-1-7b3b433c-d,,c2cc22b2,2,1,994835917
94755cce-5-7b3b433c-d,,c2cc22b2,2,0,994835916
2bfef4c9-f-7b3b433c-d,,c2cc22b2,2,1,994835917
e42fdc3d-a-7b3b433c-d,,c2cc22b2,2,0,994835916
7a3f8a70-3-7b3b433c-d,,c2cc22b2,2,1,994835917
77598a3f-3-7b3b433c-d,,c2cc22b2,2,0,994835916
9b147a0e-4-7b3b433c-d,,c2cc22b2,2,1,994835917
d84ae4c5-6-7b3b433c-d,,c2cc22b2,2,0,994835916
eeb76d5b-c-7b3b433c-d,,c2cc22b2,2,1,994835917
1fa6dbb0-1-7b3b433c-d,,c2cc22b2,2,0,994835916
ade44c48-b-7b3b433c-d,,c2cc22b2,2,1,994835917
2c7383ad-5-7b3b433c-d,,c2cc22b2,2,1,994835917
bdca4f28-3-7b3b433c-d,,c2cc22b2,2,1,994835917
b2451588-9-7b3b433c-d,,c2cc22b2,2,1,994835917
901368f2-6-7b3b433c-d,,c2cc22b2,2,1,994835917
05c49e5d-2-7b3b433c-d,,c2cc22b2,2,1,994835917
d30f7744-9-7b3b433c-d,,f8684116,2,1,994835913
c961c2c6-e-7b3b433c-d,,f8684116,2,1,994835913
6f3fb448-2-7b3b433c-d,,f8684116,2,1,994835913
d3a2f26e-b-7b3b433c-d,,f8684116,2,1,994835913
0afb3fcf-9-7b3b433c-d,,f8684116,2,1,994835913
087eae63-1-7b3b433c-d,,f8684116,2,0,994835912
96e4b862-a-7b3b433c-d,,f8684116,2,0,994835912
dedf26de-5-7b3b433c-d,,f8684116,2,0,994835912
7c4103f8-1-7b3b433c-d,,f8684116,2,0,994835912
17eeaadc-b-7b3b433c-d,,f8684116,2,0,994835912
