"ProdZone","AttrZone","Curr-0Car-HBW-Trn","Curr-1Car-HBW-Trn","Curr-2Car-HBW-Trn","Curr-0Car-HBO-Trn","Curr-1Car-HBO-Trn","Curr-2Car-HBO-Trn","Curr-0Car-NHB-Trn","Curr-1Car-NHB-Trn","Curr-2Car-NHB-Trn"
"$16536","$16337",0,2.281,0,0,0,0,0,0,0
"$16536","$17039",0,0,0,0,1.342,0,0,0,0
"$16538","$16572",0,0,10.594,0,0,0,0,0,0
"$16538","$16704",0,0,0,0,0,0,0,0,6.213
"$16538","$16740",0,0,0,0,0,0,11.754,0,0
"$16538","$16851",0,0,0,0,0,0,5.659,0,0
"$16538","$16973",0,0,0,0,0,0,6.912,0,0
"$16538","$17011",4.204,0,0,0,0,0,0,0,0
"$16538","$17018",0,0,0,5.318,0,0,0,0,0
"$16538","$17167",2.556,0,0,0,0,0,0,0,0
"$16540","$16572",0,15.63,0,0,0,0,0,0,0
"$16542","$16069",16.661,0,0,0,0,0,0,0,0
"$16542","$16506",0,0,0,4.663,0,0,0,0,0
"$16542","$16568",2.14,26.551,0,0,0,0,0,0,0
"$16542","$16572",8.331,0,15.431,0,0,7.781,0,0,0
"$16542","$16575",6.303,0,0,0,0,0,0,0,0
"$16542","$16582",0,0,0,0,0,13.276,0,0,0
"$16542","$17039",0,0,0,3.4,0,0,0,0,0
"$16545","$16205",0,1.581,0,0,0,0,0,0,0
"$16545","$16867",0,0,0,10.704,0,0,0,0,0
"$16545","$16939",5.646,0,0,0,0,0,0,0,0
"$16545","$16998",0,0,0,19.874,0,0,0,0,0
"$16546","$16177",0,0,0,0,0,0,0,0,3.689
"$16546","$16188",5.646,0,0,0,0,0,0,0,0
"$16546","$16350",3.874,0,0,0,0,0,0,0,0
"$16546","$16568",2.908,0,0,0,11.293,0,0,0,0
"$16546","$16946",0,0,13.308,0,0,0,0,0,0
"$16547","$16018",1.013,0,0,0,0,0,0,0,0
"$16547","$16350",3.161,0,0,0,0,0,0,0,0
"$16547","$17046",0,0,0,0,0,10.704,0,0,0
"$16548","$16107",2.522,0,0,0,0,0,0,0,0
"$16548","$16164",0,0,0,0,7.035,0,0,0,0
"$16548","$16187",0,0,0,0.769,0,0,0,0,0
"$16548","$16279",0,0,0,0,5.322,0,0,0,0
"$16548","$16296",2.908,0,0,0,0,0,0,0,0
"$16548","$16364",0,4.734,0,0,0,0,0,0,0
"$16548","$16503",0,0,0,5.793,0,0,0,0,0
"$16548","$16510",0,1.681,0,0,0,0,0,0,0
"$16548","$16595",0,0,0,2.825,0,0,0,0,0
"$16548","$16656",0,0,0,2.012,0,0,0,0,0
"$16548","$16957",4.596,0,0,0,0,0,0,0,0
"$16548","$16989",3.063,0,0,0,0,0,0,0,0
"$16549","$16188",2.022,0,0,0,0,0,0,0,0
"$16549","$16350",0,2.781,0,0,0,0,0,0,0
"$16550","$16073",0,0,3.567,0,0,0,0,0,0
"$16550","$16576",0,0,0,7.438,0,0,0,0,0
"$16550","$17076",0,0,0,0,0,5.195,0,0,0
"$16551","$16117",0,0,1.281,0,0,0,0,0,0
"$16551","$16279",0,0,0,0,0,2.355,0,0,0
"$16551","$16421",0,0,0,0,0,0,0,3.166,0
"$16551","$16538",2.644,0,0,0,0,0,0,0,0
"$16551","$16809",1.281,0,0,0,0,0,0,0,0
"$16551","$16961",1.322,0,0,0,0,0,0,0,0
"$16552","$16011",0,0,3.138,0,0,0,0,0,0
"$16552","$16041",0,0,0,8.292,0,0,0,0,0
"$16552","$16107",0,0,0,8.9,0,0,0,0,0
"$16552","$16135",0,0,0,0,11.489,0,0,0,0
"$16552","$16196",0,0,0,4.789,0,0,0,0,0
"$16552","$16467",0,2.382,0,0,0,0,0,0,0
"$16552","$16483",0,0,0,2.139,0,0,0,0,0
"$16552","$16503",0,0,0,1.638,0,0,0,0,0
"$16552","$16510",0,0,0,1.285,0,0,0,0,0
"$16552","$16514",0,0,0,4.685,0,0,0,0,0
"$16552","$16552",0,0,0,41.312,0,0,0,0,0
"$16552","$16568",0,0,0,16.635,0,0,0,0,0
"$16552","$16569",4.92,0,0,0,0,0,0,0,0
"$16552","$16589",0,0,0,2.773,0,0,0,0,0
"$16552","$16601",0,0,0,4.278,0,0,0,0,0
"$16552","$16604",0,0,0,4.144,0,0,0,0,0
"$16552","$16635",0,0,0,1.33,0,0,0,0,0
"$16552","$16690",0,0,0,0,1.791,0,0,0,0
"$16552","$16720",0,2.437,0,9.13,0,0,0,0,0
"$16552","$16758",0,0,0,9.543,0,0,0,0,0
"$16552","$16808",0,0,0,1.446,0,0,0,0,0
"$16552","$16814",0,0,0,1.985,0,0,0,0,0
"$16552","$16843",0,0,0,2.562,0,0,0,0,0
"$16552","$16873",0,0,0,3.233,0,0,0,0,0
"$16552","$16892",0,0,0,7.977,0,0,0,0,0
"$16552","$16910",0,0,0,4.685,0,0,0,0,0
"$16552","$16981",0,0,0,1.641,3.713,0,0,0,0
"$16552","$17013",13.308,0,0,0,0,0,0,0,0
"$16552","$17055",0,0,0,3.904,0,0,0,0,0
"$16552","$17066",0,0,0,3.904,0,0,0,0,0
"$16553","$16584",0,9.625,0,0,0,0,0,0,0
"$16553","$16609",2.892,0,0,0,0,0,0,0,0
"$16553","$17076",5.271,0,0,0,0,0,0,0,0
"$16554","$10881",0,0,0,2.457,0,0,0,0,0
"$16554","$16107",0,0,0,0,0,0,4.215,0,0
"$16554","$16110",2.59,0,0,0,0,0,0,0,0
"$16554","$16171",0,0,0,0,0,0,0,0,2.271
"$16554","$16510",0,0.675,0,0,0,0,0,0,0
"$16554","$16545",0,0,0,1.446,0,0,0,0,0
"$16554","$16568",5.299,0,0,0,0,0,0,0,0
"$16554","$16589",0,0,0,0,0,0,2.457,0,0
"$16554","$16604",0,0,0,4.278,0,0,0,0,0
"$16554","$16610",0,0,0,2.947,0,0,0,0,0
"$16554","$16621",0,0,0,2.3,0,0,0,0,0
"$16554","$16804",0,0,0,0,0,0,3.054,0,0
"$16554","$16807",0,0,0,0,0,0,2.457,0,0
"$16554","$16961",0,0,0,2.457,0,0,0,0,0
"$16554","$16997",4.542,0,0,0,0,0,0,0,0
"$16554","$17039",0,0,0,0,9.64,0,0,0,0
"$16554","$17110",0,0,0,0,0,0,10.365,0,0
"$16558","$16574",0,0,13.777,0,0,0,0,0,0
"$16559","$16572",0,0,6.944,0,0,0,0,0,0
"$16560","$16568",0,0,6.944,0,0,0,0,0,0
"$16561","$16139",0,0,0,0,0,0,4.75,0,0
"$16561","$16279",0,0,0,0,0,13.777,0,0,0
"$16561","$16337",5.384,0,0,0,0,0,0,0,0
"$16561","$16568",0,0,3.47,0,0,0,0,0,0
"$16561","$16635",1.419,1.419,0,0,0,0,0,0,0
"$16561","$17023",0,0,0,0,11.356,0,0,0,0
"$16563","$16568",0,0,4.504,0,0,0,0,0,0
"$16563","$16809",0,0,0,0,0,0,0,1.317,0
"$16566","$16072",4.9,0,0,0,0,0,0,0,0
"$16566","$16579",0,0,0,3.571,0,0,0,0,0
"$16567","$16338",0,0,0,0,0,0,10.543,0,0
"$16567","$17073",0,0,0,2.47,0,0,0,0,0
"$16568","$16005",0,0,0,0,0,0,0,2.735,0
"$16568","$16012",0,0,0,0,0,0,2.695,7.011,0
"$16568","$16164",0,0,0,0,0,0,2.155,0,0
"$16568","$16177",0,0,0,0,0,0,7.377,0,0
"$16568","$16337",0,0,0,0,0,0,0,2.896,0
"$16568","$16343",0,0,0,0,0,0,0,2.889,0
"$16568","$16354",0,0,0,10.543,0,0,0,0,0
"$16568","$16503",0,0,0,12.758,0,0,0,0,0
"$16568","$16542",0,0,0,0,0,7.781,0,0,0
"$16568","$16573",0,0,0,0,0,0,0,24.781,0
"$16568","$16584",0,0,0,0,0,0,11.671,0,0
"$16568","$16588",0,34.657,0,0,0,0,0,0,0
"$16568","$16633",0,0,0,0,0,0,0,15.906,0
"$16568","$16683",0,0,0,0,0,0,4.663,0,0
"$16568","$16721",0,0,0,0,0,0,18.816,0,0
"$16568","$16805",0,0,0,0,0,0,11.098,0,0
"$16568","$16939",0,0,0,0,0,0,0,0,2.927
"$16568","$16955",0,2.258,0,0,0,0,0,0,0
"$16568","$16994",0,3.167,0,0,0,0,0,0,0
"$16568","$17019",0,0,0,0,0,0,16.049,0,0
"$16568","$17020",0,0,0,0,0,0,17.8,0,0
"$16568","$17022",0,0,0,0,0,0,8.9,0,0
"$16568","$17039",0,0,0,0,0,0,0,0,12.902
"$16568","$17076",0,0,0,0,0,10.543,0,0,0
"$16568","$17484",0,0,0,0,0,0,7.642,0,0
"$16569","$17074",0,0,0,0,0,8.47,0,0,0
"$16570","$16067",0,0,0,0.957,0,0,0,0,0
"$16570","$16470",0,0,0,0,7.389,0,0,0,0
"$16570","$16591",0,0,0,6.873,0,0,0,0,0
"$16570","$16597",0,0,0,0,0.635,0,0,0,0
"$16570","$16962",0,0,0,4.991,0,0,0,0,0
"$16571","$15116",0,0,0,3.705,0,0,0,0,0
"$16571","$16034",0,0,0,9.304,0,0,0,0,0
"$16571","$16995",0,8.345,0,0,0,0,0,0,0
"$16572","$16005",0,0,0,6.33,0,0,0,0,0
"$16572","$16012",0,0,0,0,0,0,0,0,1.448
"$16572","$16103",0,0,0,0,0,0,5.387,0,0
"$16572","$16222",0,0,0,0,0,0,4.235,0,0
"$16572","$16272",0,0,0,0,5.894,0,0,0,0
"$16572","$16453",0,0,0,0,0,0,5.83,0,0
"$16572","$16476",0,0,0,0,0,0,9.548,0,0
"$16572","$16568",0,0,0,0,0,0,0,16.197,0
"$16572","$16577",0,0,0,0,0,0,3.865,0,0
"$16572","$16583",0,0,0,0,5.271,0,0,0,0
"$16572","$16591",0,0,0,0,0,0,14.779,0,0
"$16572","$16656",0,0,0,0,0,0,5.391,0,0
"$16572","$16867",0,0,0,0,0,0,1.236,0,0
"$16572","$16897",0,0,0,0,0,0,1.283,0,0
"$16572","$17009",0,0,0,0,0,0,9.814,0,0
"$16572","$17076",0,10.543,0,0,0,0,0,0,0
"$16573","$16119",0,0,0,0,0,0,0,8.152,0
"$16573","$17078",0,0,0,0,0,0,0,0,8.47
"$16574","$16051",0,0,0,0,4.368,0,0,0,0
"$16574","$16108",5.063,0,0,0,0,0,0,0,0
"$16574","$16112",0,0,0,0,0,0,7.523,0,0
"$16574","$16337",14.51,0,0,0,0,0,0,0,0
"$16574","$16343",0,0,2.012,0,1.445,0,0,0,0
"$16574","$16350",6.401,0,0,0,0,0,0,0,0
"$16574","$16359",10.948,0,0,0,0,0,0,0,0
"$16574","$16515",0,0,0,8.429,0,0,0,0,0
"$16574","$16551",0,0,0,0,2.563,0,0,0,0
"$16574","$16575",0,0,0,10.126,0,0,0,0,0
"$16574","$16576",0,0,0,0,0,17.573,0,0,0
"$16574","$16584",0,0,0,0,0,0,0,0,11.576
"$16574","$16586",19.66,0,0,0,0,0,0,0,0
"$16574","$16609",0,0,8.077,0,0,0,0,0,0
"$16574","$16722",0,0,0,0,3.59,0,0,0,0
"$16574","$16757",0,0,0,5.475,0,0,0,0,0
"$16574","$16821",7.255,0,0,0,0,0,0,0,0
"$16574","$16861",11.317,0,0,0,0,0,0,0,0
"$16574","$16936",0,0,0,0,4.042,0,0,0,0
"$16575","$16018",0,2.565,0,0,0,0,0,0,0
"$16575","$16067",0,0,0,0,0,0,0,9.075,0
"$16575","$16170",0,0,0,14.956,0,0,0,0,0
"$16575","$16316",0,0,0,0,0,0,0.965,0,0
"$16575","$16337",0,0,0,0,0,0,2.896,0,0
"$16575","$16453",0,0,0,0,0,0,5.83,0,0
"$16575","$16506",0,0,0,0,0,0,0,5.987,0
"$16575","$16605",0,0,0,0,0,0,6.28,0,0
"$16575","$16690",0,0,0,0,0,0,1.426,0,0
"$16575","$16756",0,0,0,0,0,0,10.817,0,0
"$16575","$17005",0,0,0,0,0,0,7.642,0,0
"$16575","$17145",0,0,0,0,0,0,8.767,0,0
"$16576","$16012",0,0,0,0,0,0,0,0,1.797
"$16576","$16466",0,0,0,0,0,0,1.885,0,0
"$16576","$16577",0,0,0,0,0,0,3.865,0,0
"$16576","$16938",0,0,0,0,0,0,5.387,0,0
"$16576","$17009",0,0,0,0,0,0,3.67,0,0
"$16576","$17165",0,0,0,0,0,0,0.951,0,0
"$16576","$17169",0,0,0,0,0,0,4.097,0,0
"$16577","$15998",3.571,0,0,0,0,0,0,0,0
"$16577","$16068",0,0,0,0,0,6.219,0,0,0
"$16577","$16108",3.599,0,0,0,0,0,0,0,0
"$16577","$16218",1.426,0,0,0,0,0,0,0,0
"$16577","$16311",0,0,0,1.655,0,0,0,0,0
"$16577","$16453",0,0,3.571,0,0,0,0,0,0
"$16577","$16506",0,0,0,0,1.426,0,0,0,0
"$16577","$16522",0,3.865,0,0,0,0,0,0,0
"$16577","$16542",0,8.358,0,0,0,0,0,0,0
"$16577","$16574",0,0,0,12.39,0,0,0,0,0
"$16577","$16757",0,0,0,1.854,0,0,0,0,0
"$16577","$16800",0.761,0,0,0,0,0,0,0,0
"$16577","$16892",0,0,0,0,0,1.215,0,0,0
"$16577","$17074",0,0,0,1.727,0,0,0,0,0
"$16577","$17146",0,0,0,5.981,0,0,0,0,0
"$16577","$17166",0,9.304,0,0,0,0,0,0,0
"$16578","$16004",1.372,0,0,0,0,0,0,0,0
"$16578","$16010",1.655,0,0,0,0,0,0,0,0
"$16578","$16012",0,1.854,0,0,0,0,0,0,0
"$16578","$16087",4.316,0,0,0,0,0,0,0,0
"$16578","$16106",0,0,0,4.853,0,0,0,0,0
"$16578","$16108",3.599,0,0,1.236,5.535,0,0,0,0
"$16578","$16115",2.174,0,0,0,0,0,0,0,0
"$16578","$16135",0,0,0,3.865,0,0,0,0,0
"$16578","$16177",0,0,0,0,5.025,0,0,0,0
"$16578","$16206",0,0,0,7.73,0,0,0,0,0
"$16578","$16314",0.675,0,0,0,0,0,0,0,0
"$16578","$16403",0,0,1.682,0,0,0,0,0,0
"$16578","$16454",0,0,0,6.574,0,0,0,0,0
"$16578","$16503",15.078,0,0,0,0,0,0,0,0
"$16578","$16510",0,0.223,0,0,0,0,0,0,0
"$16578","$16512",0,0,0,3.571,0,0,0,0,0
"$16578","$16514",0,0,0,4.072,0,0,0,0,0
"$16578","$16525",0,0,0,0,0,0,5.835,0,0
"$16578","$16568",0,0,0,2.399,0,0,0,0,0
"$16578","$16576",8.375,0,0,0,0,0,0,0,0
"$16578","$16588",0,0,0,7.143,0,0,0,0,0
"$16578","$16609",0,0,0,2.947,0,0,0,0,0
"$16578","$16621",0,0,0,3.397,0,0,0,0,0
"$16578","$16635",0,0,0,5.754,0,0,0,0,0
"$16578","$16718",0,0,0,3.865,0,0,0,0,0
"$16578","$16762",0,0,0,0,0,0,1.854,0,0
"$16578","$16771",0,0,8.292,0,0,0,0,0,0
"$16578","$16810",0,2.719,0,0,0,0,0,0,0
"$16578","$16981",2.577,0,0,0,0,0,0,0,0
"$16578","$17052",8.134,0,0,0,0,0,0,0,0
"$16579","$10817",0,0,0,2.07,0,0,0,0,0
"$16579","$15999",0,0,0,1.236,0,0,0,0,0
"$16579","$16003",7.194,0,0,0,0,0,0,0,0
"$16579","$16012",3.865,0,0,0,0,0,0,0,0
"$16579","$16082",0,0,0,3.256,0,0,0,0,0
"$16579","$16106",0,0,0,10.792,0,0,0,0,0
"$16579","$16125",8.375,0,0,0,0,0,0,0,0
"$16579","$16163",0,0,0,4.747,0,0,0,0,0
"$16579","$16169",0,0,0,2.587,0,0,0,0,0
"$16579","$16206",0,0,0,0,0,3.332,0,0,0
"$16579","$16310",0,0,0,2.381,0,0,0,0,0
"$16579","$16343",0,0,0,1.854,0,0,0,0,0
"$16579","$16469",0,0,0,0,0,0,0,2.787,0
"$16579","$16476",0,0,0,8.655,0,0,0,0,0
"$16579","$16477",0,0,0,0,0,0,0.601,0,0
"$16579","$16497",3.018,0,0,0,0,0,0,0,0
"$16579","$16510",2.475,0,0,0,0,0,0,0,0
"$16579","$16538",0,0,0,9.142,0,0,0,0,0
"$16579","$16552",0,0,0,7.008,0,0,0,0,0
"$16579","$16572",0,0,0,6.219,0,0,0,0,0
"$16579","$16575",0,0,0,9.838,0,0,0,0,0
"$16579","$16588",0,0,0,4.015,0,0,0,0,0
"$16579","$16609",10.72,0,0,0,0,0,0,0,0
"$16579","$16644",1.714,0,0,0,0,0,0,0,0
"$16579","$16665",3.169,0,0,0,0,0,0,0,0
"$16579","$16704",0,0,0,0,0,0,2.825,0,0
"$16579","$16717",0,0,0,0,0,0,0,0.976,0
"$16579","$16758",1.322,0,0,0,0,0,0,0,0
"$16579","$16808",0,0,0,0,8.787,0,0,0,0
"$16579","$16867",0,0,0,6.213,0,0,0,0,0
"$16579","$16981",0,0,0,4.379,0,0,0,0,0
"$16579","$17036",0,0,0,1.404,0,0,0,0,1.502
"$16579","$17039",0,0,0,1.854,0,0,0,0,0
"$16579","$17046",2.574,0,0,0,0,0,0,0,0
"$16579","$17165",0,0,0,11.639,0,0,0,0,0
"$16580","$16762",0,0,0,0,0,0,23.181,0,0
"$16580","$17019",0,0,0,0,0,0,1.135,1.135,0
"$16581","$16018",0,0,0,0,0,0,5.452,0,0
"$16581","$16164",0,0,0,3.842,0,0,0,0,0
"$16581","$16310",1.285,0,0,0,0,0,0,0,0
"$16581","$16512",0,0,0,0,0,0,3.101,0,0
"$16581","$16558",0,0,5.014,0,0,0,0,0,0
"$16581","$16572",0,0,0,0,0,0,14.362,0,0
"$16581","$16720",0,6.362,0,0,0,0,0,0,0
"$16581","$16742",0,0,0,0.635,0,0,0,0,0
"$16581","$16757",0,0,0,2.266,0,0,0,0,0
"$16581","$16890",0,0,0,0,0,0,4.924,0,0
"$16581","$16899",0,0,0,0,0,0,0,6.31,0
"$16581","$17008",0,0,0,0,0,0,14.362,0,0
"$16582","$16069",0,14.362,0,0,0,0,0,0,0
"$16582","$16343",0,0,0,7.916,0,0,0,0,0
"$16582","$16510",1.013,0,0,0,0,0,0,0,0
"$16582","$16568",0,0,0,7.197,4.885,0,0,0,0
"$16582","$16569",0,0,4.387,0,0,0,0,0,0
"$16582","$16572",0,7.339,0,0,7.339,0,0,14.362,0
"$16582","$16575",0,0,0,5.83,0,0,0,0,0
"$16582","$17163",0,0,0,0,0,0,7.95,0,0
"$16583","$16070",0,0,0,0,0,0,8.787,0,0
"$16583","$16453",0,0,0,5.389,0,0,0,0,0
"$16583","$17039",0,0,0,0,2.915,0,0,0,0
"$16584","$16012",0,0,0,0,0,4.218,0,0,0
"$16584","$16051",0,0,0,2.443,0,0,0,0,0
"$16584","$16068",0,0,0,0,0,0,0,18.425,0
"$16584","$16072",0,0,0,0,0,0,6.318,0,0
"$16584","$16150",0,0,0,8.705,0,0,0,0,0
"$16584","$16187",11.764,0,0,0,0,0,0,0,0
"$16584","$16476",0,4.328,0,0,0,0,0,0,0
"$16584","$16566",0,36.271,0,0,0,0,0,0,0
"$16584","$16567",0,7.339,0,0,0,0,0,0,0
"$16584","$16568",0,20.934,17.846,0,4.885,52.757,0,0,0
"$16584","$16571",0,0,0,16.461,0,0,0,0,0
"$16584","$16572",0,0,7.339,0,0,0,0,9.771,0
"$16584","$16579",0,0,0,2.443,0,0,0,0,0
"$16584","$16587",0,0,0,3.67,0,0,0,0,0
"$16584","$16595",4.012,0,0,4.968,0,0,0,0,0
"$16584","$16608",0,0,0,0,0,0,4.012,0,0
"$16584","$16656",0,0,0,0,10.924,0,0,0,0
"$16584","$16679",0,0,0,1.33,0,0,0,0,0
"$16584","$16717",0,0,0,4.439,0,0,0,0,0
"$16584","$16825",0,0,0,2.443,0,0,0,0,0
"$16584","$16910",0,0,0,4.853,0,0,0,0,0
"$16584","$16938",0,0,0,0,0,0,4.042,0,0
"$16584","$16945",0,0,0,0,66.925,0,0,0,0
"$16584","$16972",0,0,0,4.097,0,0,0,0,0
"$16584","$16997",0,17.846,0,0,0,0,0,0,0
"$16584","$17021",0,0,0,0,41.085,0,0,0,0
"$16584","$17039",0,0,0,11.639,0,0,0,0,0
"$16584","$17045",4.097,0,0,0,0,0,0,0,0
"$16584","$17146",0,0,0,0,0,0,7.191,0,0
"$16584","$17165",0,0,0,3.332,0,0,0,0,0
"$16584","$25418",7.916,0,0,0,0,0,0,0,0
"$16584","$25623",4.269,0,0,0,0,0,0,0,0
"$16585","$16012",0,0,0,0,4.788,0,0,0,0
"$16585","$16069",0,11.221,0,0,0,0,0,0,0
"$16585","$16562",3.506,0,0,0,0,0,0,0,0
"$16585","$16567",0,0,25.493,0,49.068,0,0,0,0
"$16585","$16568",0,0,33.659,13.011,0,0,0,0,0
"$16585","$16572",0,0,0,0,1.087,0,0,0,0
"$16585","$16582",0,0,0,0,12.621,18.967,0,0,0
"$16585","$16812",0,0,6.465,0,0,0,0,0,0
"$16586","$16018",0,0,0,24.462,0,0,0,0,0
"$16586","$16177",9.937,0,0,0,0,0,0,0,0
"$16586","$16572",0,17.83,0,0,0,0,0,0,0
"$16586","$16609",0,0,0,0,3.14,0,0,0,0
"$16586","$16944",0,10.769,0,0,0,0,0,0,0
"$16587","$10898",4.141,0,0,0,0,0,0,0,0
"$16587","$16007",8.095,0,0,0,0,0,0,0,0
"$16587","$16012",0,0,9.372,0,0,0,0,0,0
"$16587","$16066",0,0,0,6.651,0,0,0,0,0
"$16587","$16072",0,0,0,0,1.1,0,0,0,0
"$16587","$16087",0,0,0,0,1.822,0,0,0,0
"$16587","$16123",0,0,0,6.113,0,0,0,0,0
"$16587","$16135",0,0,0,0,0,2.522,0,0,0
"$16587","$16171",0,0,0,0,3.451,0,0,0,0
"$16587","$16206",0,2.52,0,0,0,0,0,0,0
"$16587","$16220",0,0,0,0,0,3.267,0,0,0
"$16587","$16316",1.342,0,0,0,0,0,0,0,0
"$16587","$16469",0,0,0,9.91,0,0,0,0,0
"$16587","$16477",1.135,28.138,0,0,0,0,0,0,0
"$16587","$16503",0,19.701,0,0.957,0,0,0,0,0
"$16587","$16506",0,0,0,0.887,0,0,0,0,0
"$16587","$16512",0,0,0,4.544,0,0,0,0,0
"$16587","$16568",0,0,0,0,0,3.865,0,0,0
"$16587","$16572",0,0,0,1.27,0,0,0,0,0
"$16587","$16574",0,5.961,0,0,0,0,0,0,0
"$16587","$16586",0,0,0,4.042,0,0,0,0,0
"$16587","$16588",0,0,0,5.961,0,0,0,0,0
"$16587","$16703",0,0,0,0,3.668,0,0,0,0
"$16587","$16757",0,0,0,0,0,0,0.957,0,0
"$16587","$16867",0,0,0,2.437,0,0,0,0,0
"$16587","$16974",0,0,0,13.322,0,0,0,0,0
"$16587","$17039",0,0,0,8.313,4.173,0,0,0,0
"$16587","$17074",0,0.957,0,0,0,0,0,0,0
"$16587","$17131",0,0,0,0,3.239,0,0,0,0
"$16588","$16069",0,0,0,0,0,0,0,0,17.614
"$16588","$16101",0,0,0,0,0,2.073,0,0,0
"$16588","$16139",3.332,0,0,0,0,0,0,0,0
"$16588","$16140",0,0,0,0,0,0,7.642,0,0
"$16588","$16253",0,5.815,0,0,0,0,0,0,0
"$16588","$16418",0,0,0,0,0,0,7.375,0,0
"$16588","$16463",0,0,0,0,0,0,2.889,0,0
"$16588","$16554",0,0,0,0,0,0,5.547,0,0
"$16588","$16568",0,0,0,20.969,0,0,0,0,0
"$16588","$16572",0,0,0,0,0,0,0,0,35.229
"$16588","$16586",0,0,0,0,0,0,0,7.339,0
"$16588","$16617",6.892,13.784,0,0,0,0,0,0,0
"$16588","$16656",0,0,0,1.1,0,0,0,0,0
"$16588","$16678",3.169,0,0,0,0,0,0,0,0
"$16588","$16717",1.979,0,0,0,0,0,0,0,0
"$16588","$16722",0,0,0,3.854,0,0,0,0,0
"$16588","$16772",0,0,0,0,0,0,9.578,0,0
"$16588","$16867",0,2.392,0,0,0,0,0,0,0
"$16588","$16875",6.275,0,0,0,0,0,0,0,0
"$16588","$17039",0,0,0,11.826,0,0,0,0,0
"$16589","$16206",0,0,0,6.664,0,0,0,0,0
"$16589","$16337",0,0,0,0,0,0,0,0,10.521
"$16589","$16466",0,0,0,2.889,0,6.446,0,0,0
"$16589","$16656",0,0,0,4.116,0,0,0,0,14.51
"$16589","$16999",0,0,0,0,0,0,3.527,0,0
"$16589","$25744",0,0,0,4.983,0,0,0,0,0
"$16591","$16097",0,0,3.492,0,0,0,0,0,0
"$16591","$16107",0,0,0,2.59,0,0,0,0,0
"$16591","$16110",0,0,0,4.215,0,0,0,0,0
"$16591","$16155",0,0,0,0,8.292,0,0,0,0
"$16591","$16503",2.981,0,0,0,0,0,0,0,0
"$16591","$16514",0,0,0,7.409,0,0,0,0,0
"$16591","$16571",0,0,0,4.072,0,0,0,0,0
"$16591","$16572",0,0,0,1.914,0,0,0,0,0
"$16591","$16575",0,0,0,0,0,0,0,0,4.537
"$16591","$16595",0,0,0,4.072,0,0,0,0,0
"$16591","$16609",0,0,0,1.179,0,0,0,0,0
"$16591","$16622",5.354,0,0,0,0,0,0,0,0
"$16591","$16757",3.326,0,0,0,0,0,0,0,0
"$16591","$16758",0,0,0,0,1.287,0,0,0,0
"$16591","$16762",0,0,0,11.59,0,0,0,0,0
"$16591","$16772",0,0,0,0,0,6.691,0,0,0
"$16591","$16890",0,0,0,46.711,0,0,0,0,0
"$16591","$16940",0.976,0,0,0,0,0,0,0,0
"$16591","$17001",0,0,0,1.735,0,0,0,0,0
"$16591","$17002",7.95,0,0,0,0,0,0,0,0
"$16591","$17026",2.158,0,0,0,0,0,0,0,0
"$16591","$17055",0,0,0,0,1.645,0,0,0,0
"$16592","$16470",0,0,0,0,0.939,0,0,0,0
"$16595","$16154",0,0,0,0,0,0,0,2.722,0
"$16595","$16462",0,0,0,0,0,0,2.837,0,0
"$16595","$16505",0,1.327,0,0,0,0,0,0,0
"$16595","$16610",0,0,0,0,0,0,1.641,0,0
"$16595","$16812",0,0,0,0,0,0,7.102,0,0
"$16595","$17032",0,0,0,0,0,0,0,0,3.668
"$16596","$16848",0,0,0,0,0,0,0,0,4.853
"$16597","$16051",0,0,0,2.266,0,0,0,0,0
"$16597","$16131",0,0,0,0,0,0,0,4.751,0
"$16597","$16568",0,0,0,0,7.113,0,0,0,0
"$16598","$16177",0,0,0,0,0,0,9.304,0,0
"$16598","$16576",0,0,0,23.181,0,0,0,0,0
"$16600","$16106",0,0,0,0,0,4.968,0,0,0
"$16600","$16167",0,5.184,0,0,0,0,0,0,0
"$16600","$16279",0,6.465,0,0,0,0,0,0,0
"$16600","$16403",0,0,0,11.084,0,0,0,0,0
"$16600","$16506",0,0,1.285,0,0,0,0,0,0
"$16600","$16771",0,0,0,0,0,6.873,0,0,0
"$16600","$16776",0,0,0,0,2.106,0,0,0,0
"$16600","$16809",0,0,0,1.233,0,0,0,0,0
"$16601","$16012",0,0.965,0,0,0,0,0,0,0
"$16601","$16017",0,0,0,0,1.013,0,0,0,0
"$16601","$16112",0,0,0,0,2.14,0,0,0,0
"$16601","$16223",0,0,0,2.688,0,0,0,0,0
"$16601","$16294",0,0,5.809,0,0,0,0,0,0
"$16601","$16402",0,0,0,3.95,0,0,0,0,0
"$16601","$16476",1.387,0,0,0,4.328,0,0,0,0
"$16601","$16499",1.858,0,0,0,0,0,0,0,0
"$16601","$16584",5.809,0,0,0,0,0,0,0,0
"$16601","$17001",0,0,0,3.821,0,0,0,0,0
"$16601","$17074",0,0,0,0,5.809,0,0,0,0
"$16602","$16003",0,0.855,0,0,0,0,0,0,0
"$16602","$16151",0,0,0,0,7.699,0,0,0,0
"$16602","$16187",0,1.512,0,0,0,0,0,0,0
"$16602","$16546",9.937,0,0,0,0,0,0,0,0
"$16602","$16757",3.398,0,0,2.457,0,0,0,0,0
"$16602","$17022",0,0,11.59,0,0,0,0,0,0
"$16602","$17148",0,0,0,0,11.163,0,0,0,0
