"ProdZone","AttrZone","Curr-0Car-HBW-Trn","Curr-1Car-HBW-Trn","Curr-2Car-HBW-Trn","Curr-0Car-HBO-Trn","Curr-1Car-HBO-Trn","Curr-2Car-HBO-Trn","Curr-0Car-NHB-Trn","Curr-1Car-NHB-Trn","Curr-2Car-NHB-Trn"
"$16223","$16678",0,0,0.506,0,0,0,0,0,0
"$16223","$16757",0,0,0,2.649,0,0,0,0,0
"$16223","$16879",2.782,0,0,0,0,0,0,0,0
"$16223","$16941",2.063,0,0,0,0,0,0,0,0
"$16223","$17009",0,0,0,0,0,0,2.446,0,0
"$16223","$17055",0,9.31,0,0,0,6.81,0,0,0
"$16223","$17076",0,6.651,0,0,0,0,0,0,0
"$16225","$16399",0,6.614,0,0,0,0,0,0,0
"$16225","$16566",0,0,15.696,0,0,0,0,0,0
"$16226","$17023",0,0,10.058,0,0,0,0,0,0
"$16228","$17023",0,10.058,0,0,0,0,0,0,0
"$16230","$16069",0,12.029,0,0,0,0,0,0,0
"$16230","$16566",0,12.029,0,0,0,0,0,0,0
"$16230","$16568",0,7.596,17.244,0,0,0,0,0,0
"$16231","$16567",0,0,2.053,0,0,0,0,0,0
"$16231","$16568",0,0,7.596,0,0,0,0,0,0
"$16231","$16604",0,0,0,0,0,0,1.235,0,0
"$16232","$16718",0,0,0,0,0,0,3.381,0,0
"$16232","$16997",0,0,0,0,0,6.761,0,0,0
"$16233","$16568",0,6.446,0,0,0,0,0,0,0
"$16235","$16199",0,2.462,0,0,0,0,0,0,0
"$16235","$16206",0,0,0,0,0,3.332,0,0,0
"$16235","$16568",0,0,0,0,0,6.761,0,0,0
"$16235","$16574",0,0,0,7.644,0,0,0,0,0
"$16236","$16572",0,3.379,0,0,0,0,0,0,0
"$16238","$16150",0,0,0,4.903,0,0,0,0,0
"$16238","$16591",2.019,0,0,0,0,0,0,0,0
"$16239","$16568",0,3.898,0,0,0,0,0,0,0
"$16239","$17023",0,3.898,0,0,0,0,0,0,0
"$16239","$17049",1.68,0,0,0,0,0,0,0,0
"$16240","$16069",0,0,4.476,0,0,0,0,0,0
"$16240","$16279",0,0,0,0,0,1.872,0,0,0
"$16241","$16717",0,0,0,0,0,1.033,0,0,0
"$16251","$15998",0,28.595,0,0,0,0,0,0,0
"$16251","$15999",0,0,0,19.197,0,0,0,0,0
"$16251","$16012",0,3.381,0,0,0,0,0,0,0
"$16251","$16069",0,15.786,0,0,0,0,0,0,0
"$16251","$16588",0,7.192,0,0,0,0,0,0,0
"$16251","$16705",0,0,0,0,26.539,0,0,0,0
"$16251","$16808",0,0,0,3.765,0,0,0,0,0
"$16251","$17003",0,0,6.912,0,0,0,0,0,0
"$16251","$17079",0,0,0,0,0,2.21,0,0,0
"$16255","$17009",0,0,4.596,0,0,0,0,0,0
"$16256","$16569",0,0,4.476,0,0,0,0,0,0
"$16256","$16571",0,0,3.898,0,0,0,0,0,0
"$16256","$16588",0,6.715,0,0,0,0,0,0,0
"$16257","$17037",0,0,4.189,0,0,0,0,0,0
"$16258","$16188",5.421,0,0,0,0,0,0,0,0
"$16258","$16571",0,0,3.898,0,0,0,0,0,0
"$16262","$16012",0,0,4.928,0,0,2.058,0,0,0
"$16262","$16069",0,0,9.902,0,0,0,0,0,0
"$16262","$16222",0,0,0,1.792,0,0,0,0,0
"$16262","$16456",0,0,0,0,1.949,0,0,0,0
"$16262","$16568",0,3.898,9.188,0,0,0,0,0,0
"$16262","$16635",12.349,0,0,0,0,0,0,0,0
"$16262","$16858",0,2.023,0,0,0,0,0,0,0
"$16262","$16867",0,0,2.023,0,0,0,0,0,0
"$16262","$16871",0,4.046,0,0,0,0,0,0,0
"$16262","$16892",0,0,0,0,0,7.977,0,0,0
"$16262","$17023",0,0,3.898,0,0,0,0,0,0
"$16262","$17039",0,0,0,0,0,4.046,0,0,0
"$16262","$17071",10.183,0,0,0,0,0,0,0,0
"$16263","$16107",5.535,0,0,0,0,0,0,0,0
"$16263","$16504",0,0,0,0,0,0.856,0,0,0
"$16263","$16507",0,0,0,0,0,0,0,0,7.699
"$16263","$16586",0,0,3.804,0,0,0,0,0,0
"$16263","$16604",0,0,0,0,0,15.445,0,0,0
"$16263","$16617",2.073,0,0,0,0,0,0,0,0
"$16263","$16757",0,0,0,0,0,0,1.446,0,0
"$16263","$16978",1.446,0,0,0,0,0,0,0,0
"$16263","$17037",0,0,0,13.563,0,0,0,0,0
"$16263","$17039",0,0,0,0,6.053,0,0,0,0
"$16263","$17075",0,0,0,0,1.349,0,0,0,0
"$16264","$16208",0,0,1.581,0,0,0,0,0,0
"$16264","$16314",0,0,1.817,0,0,0,0,0,0
"$16264","$16343",0,3.094,0,0,0,0,0,0,0
"$16264","$16476",0,0,0,0,2.155,0,0,0,0
"$16264","$16568",0,0,3.354,0,0,0,0,0,0
"$16264","$16581",5.148,0,0,0,0,0,0,0,0
"$16264","$16588",0,1.27,0,0,0,0,0,0,0
"$16264","$16720",0,0,2.382,0,0,0,0,0,0
"$16264","$16981",2.49,0,0,0,0,0,0,0,0
"$16264","$17013",0,0,1.883,0,0,0,0,0,0
"$16264","$17023",0,0,0,0,0,9.188,0,0,0
"$16266","$17073",0,1.349,0,0,0,0,0,0,0
"$16269","$16340",0,0,0,0,7.356,0,0,0,0
"$16271","$16005",6.09,0,0,0,0,0,0,0,0
"$16271","$16067",3.054,0,0,0,0,0,0,0,0
"$16271","$16108",0,0,0,0,5.387,0,0,0,0
"$16271","$16145",0,0,0,0,6.848,0,0,0,0
"$16271","$16189",0,0,0,2.466,0,0,0,0,0
"$16271","$16206",2.52,0,0,0,0,0,0,0,0
"$16271","$16338",0,3.256,0,0,0,0,0,0,0
"$16271","$16402",0,0,0,0,3.95,0,0,0,0
"$16271","$16453",0,0,0,0,2.466,0,0,0,0
"$16271","$16544",5.528,0,0,0,0,0,0,0,0
"$16271","$16561",0,4.625,0,0,0,0,0,0,0
"$16271","$16568",4.932,0,0,0,6.108,0,0,0,0
"$16271","$16572",0,0,0,0,0,6.794,0,0,0
"$16271","$16576",0,0,0,0,0,2.466,0,0,0
"$16271","$16577",0,0,0,0,0,0,2.466,0,0
"$16271","$16639",3.451,0,0,0,0,0,0,0,0
"$16271","$16757",0,0,0,1.641,0,0,0,0,0
"$16271","$16851",0,0,0,0,3.67,0,0,0,0
"$16271","$16860",0,2.437,0,0,0,0,0,0,0
"$16271","$16864",0,2.506,0,0,0,0,0,0,0
"$16271","$16900",0,0,0.855,0,0,0,0,0,0
"$16271","$16913",3.397,0,0,0,0,0,0,0,0
"$16271","$17005",0,0,0,0,3.863,0,0,0,0
"$16271","$17035",21.395,0,0,0,0,0,0,0,0
"$16271","$17039",0,0,0,0,14.459,3.694,0,0,0
"$16271","$17074",0,0,0,0,3.256,0,0,0,0
"$16272","$16012",0,0,0,0,0,1.372,0,0,0
"$16272","$16018",0,0,0,0,1.283,0,0,0,0
"$16272","$16069",0,0,0,0,0,0,0,4.046,0
"$16272","$16082",2.947,0,0,5.987,0,0,0,0,0
"$16272","$16088",0,1.957,0,0,0,0,0,0,0
"$16272","$16097",0,1.957,0,0,0,0,0,0,0
"$16272","$16114",0,0,0.976,0,0,0,0,0,0
"$16272","$16115",2.023,0,0,0,0,0,0,0,0
"$16272","$16119",2.947,0,0,0,0,0,0,0,0
"$16272","$16138",0,0,1.949,0,0,0,0,0,0
"$16272","$16188",2.655,0,0,0,0,0,0,0,0
"$16272","$16189",0,0,0,0,4.499,0,0,0,0
"$16272","$16206",0,0,0,0,4.116,0,0,0,0
"$16272","$16337",0,0,0,0,0,2.012,0,0,0
"$16272","$16343",0,1.445,2.012,0,0,0,0,0,0
"$16272","$16403",5.105,0,0,0,0,0,0,0,0
"$16272","$16453",4.584,0,0,0,0,0,0,0,0
"$16272","$16476",0,0,0,4.499,8.223,0,0,0,0
"$16272","$16503",0,8.551,0,0,0,0,0,0,0
"$16272","$16506",0,0,0,0,4.434,0,0,0,0
"$16272","$16568",0,3.898,0,0,0,0,0,0,0
"$16272","$16571",0,0,0,2.947,0,0,0,0,0
"$16272","$16576",1.957,8.64,0,0,0,0,0,0,0
"$16272","$16603",11.185,0,0,0,0,0,0,0,0
"$16272","$16625",7.699,0,0,0,0,0,0,0,0
"$16272","$16647",2.023,0,0,0,0,0,0,0,0
"$16272","$16689",0,0,0,1.346,0,0,0,0,0
"$16272","$16690",0,0,0,0,1.957,0,0,0,0
"$16272","$16717",0,0,0,0,1.342,0,0,0,0
"$16272","$16721",6.553,0,0,0,0,0,0,0,0
"$16272","$16741",0,0,0,0,2.984,0,0,0,0
"$16272","$16770",0,0,0,0,7.409,0,0,0,0
"$16272","$16812",0,4.235,0,0,0,0,0,0,0
"$16272","$16867",0,0,0,0,0,3.918,0,0,0
"$16272","$16940",0,0,0,0,0.639,0,0,0,0
"$16272","$16998",0,0,0,0,0,8.999,0,0,0
"$16272","$17026",0,2.238,0,0,0,0,0,0,0
"$16272","$17039",0,0,0,28.947,0,0,0,0,0
"$16272","$17059",7.531,0,0,0,0,0,0,0,0
"$16272","$17061",2.023,0,0,0,0,0,0,0,0
"$16274","$16569",0,0,4.476,0,0,0,0,0,0
"$16275","$16069",0,0,4.118,0,0,0,0,0,0
"$16275","$16668",6.465,0,0,0,0,0,0,0,0
"$16275","$16812",0,0,0,0,0,23.383,0,0,0
"$16276","$16150",0,0,0,34.065,0,0,0,0,0
"$16276","$16279",0,0,0,0,0,3.745,0,0,0
"$16276","$16814",3.7,0,0,0,0,0,0,0,0
"$16276","$17039",0,0,0,5.352,0,0,0,0,0
"$16277","$16590",0,2.578,0,0,0,0,0,0,0
"$16278","$16279",0,0,0,0,0,3.745,0,0,0
"$16278","$16304",0,0,0,5.646,0,0,0,0,0
"$16278","$17074",0,0,0,0,1.872,0,0,0,0
"$16279","$16012",0,0,0,1.324,0,0,0,0,0
"$16279","$16092",0,0,0,1.718,0,0,0,0,0
"$16279","$16119",0,4.066,0,0,0,0,0,0,0
"$16279","$16123",0,0,0,1.985,0,0,0,0,0
"$16279","$16169",0,0,0,0,0,0,0,2.16,0
"$16279","$16185",0,0,0,8.991,0,0,0,0,0
"$16279","$16189",0,0,0,0,0,0,5.677,0,0
"$16279","$16206",0,0,0,2.578,0,0,0,0,0
"$16279","$16279",0,0,0,25.372,42.682,69.173,0,2.873,0
"$16279","$16280",0,0,0,0,2.516,0,0,0,0
"$16279","$16323",5.507,0,0,0,0,0,0,0,0
"$16279","$16568",6.238,0,0,0,0,0,0,16.197,0
"$16279","$16572",0,0,0,3.971,0,0,4.169,0,0
"$16279","$16584",0,0,0,0,17.236,0,0,0,0
"$16279","$16589",0,4.169,4.71,0,0,0,0,0,0
"$16279","$16657",0,0,0,0,0,0,1.778,0,0
"$16279","$16810",0,0,0,12.435,0,0,0,0,0
"$16279","$16811",0,0,0,0,58.04,12.435,32.74,0,0
"$16279","$16812",0,0,0,6.573,24.437,21.673,1.352,0,0
"$16279","$16814",0,0,0,2.873,0,0,0,0,0
"$16279","$16867",0,0,0,0,2.578,0,2.578,6.465,0
"$16279","$16892",0,0,0,0,0,0,0,0,2.084
"$16279","$16980",0,0,0,0,0,0,3.233,0,0
"$16279","$17001",0,0,0,0,0,0,3.971,0,0
"$16279","$17019",0,0,0,0,0,0,0,0,2.084
"$16279","$17039",0,0,0,0,0,0,0,17.96,0
"$16279","$17075",0,0,0,0,0,0,4.373,0,0
"$16280","$16073",0,0,0,0,6.318,0,0,0,0
"$16280","$16185",0,0,0,16.805,0,0,0,0,0
"$16280","$16279",0,42.682,0,6.261,35.007,16.8,0,0,0
"$16280","$16304",3.233,0,0,0,0,0,0,0,0
"$16280","$16402",0,0,3.166,0,0,0,0,0,0
"$16280","$16503",0,0,0,4.94,0,0,0,0,0
"$16280","$16568",24.905,0,0,0,0,0,0,0,0
"$16280","$16572",0,4.169,0,0,0,0,0,0,0
"$16280","$16588",0,0,0,0,0,4.169,0,0,0
"$16280","$16720",0,1.985,0,0,0,0,0,0,0
"$16280","$16740",0,6.465,0,0,0,0,0,0,0
"$16280","$16757",0,0,0,1.985,0,0,0,0,0
"$16280","$16811",0,0,0,21.286,0,12.435,0,0,0
"$16280","$16812",0,0,0,0,0,42.682,0,0,0
"$16280","$16845",14.168,0,0,0,0,0,0,0,0
"$16280","$16880",0,0,8.292,0,0,0,0,0,0
"$16280","$16911",0,4.066,0,0,0,0,0,0,0
"$16280","$16989",0,0,0,6.204,0,0,0,0,0
"$16280","$16998",4.71,0,0,0,0,0,0,0,0
"$16280","$17019",0,0,0,4.066,0,0,0,0,0
"$16280","$17039",0,0,0,4.169,5.271,15.495,0,0,0
"$16281","$16701",0,0,0.959,0,0,0,0,0,0
"$16284","$16279",0,0,0,0,7.445,0,0,0,0
"$16284","$16575",5.422,0,0,0,0,0,0,0,0
"$16284","$16812",0,0,0,0,3.7,0,0,0,0
"$16285","$16703",0,0,0,0,0,0,3.668,0,0
"$16287","$16069",0,13.694,0,0,0,0,0,0,0
"$16287","$16538",0,4.386,0,0,0,0,0,0,0
"$16287","$16572",0,0,0,0,2.572,0,0,0,0
"$16287","$17023",1.885,0,0,0,0,0,0,0,0
"$16287","$17039",0,0,0,0,2.995,0,0,0,0
"$16288","$16568",0,0,0,0,5.563,15.156,0,0,0
"$16289","$16137",0,0,0,2.825,0,0,0,0,0
"$16289","$16572",0,0,2.956,0,0,0,0,0,0
"$16290","$16566",0,7.261,0,0,0,0,0,0,0
"$16290","$16568",0,0,23.898,0,0,0,0,0,0
"$16292","$16503",0,0,0,0,1.885,0,0,0,0
"$16292","$16568",0,0,0,0,0,3.77,0,0,0
"$16292","$16944",0,11.53,0,0,0,0,0,0,0
"$16293","$16102",0,0,0,8.437,0,0,0,0,0
"$16293","$16337",0,10.062,0,0,0,0,0,0,0
"$16293","$16568",0,9.427,2.865,0,0,0,0,0,0
"$16293","$16572",0,0,12.758,0,0,0,0,0,0
"$16293","$16598",0,0,0,0,0,2.562,0,0,0
"$16293","$16805",0,0,0,2.947,0,0,0,0,0
"$16293","$17021",0,0,0,0,0,10.872,0,0,0
"$16293","$17023",0,0,11.356,0,0,0,0,0,0
"$16294","$16018",10.769,0,0,0,0,0,0,0,0
"$16294","$16072",0,0,0,0,0,0,1.822,0,0
"$16294","$16107",0,0,0,0,5.535,0,0,0,0
"$16294","$16188",0.712,0,0,0,0,0,0,0,0
"$16294","$16272",0,2.947,0,0,0,0,0,0,0
"$16294","$16325",5.765,0,0,0,0,0,0,0,0
"$16294","$16337",11.295,0,0,0,0,0,0,0,0
"$16294","$16343",0,14.011,0,0,0,0,0,0,0
"$16294","$16344",11.754,0,0,0,0,0,0,0,0
"$16294","$16463",0,14.011,0,17.712,0,0,0,0,0
"$16294","$16466",0,0,0,0,14.682,0,0,0,0
"$16294","$16567",0,1.826,0,0,0,0,0,0,0
"$16294","$16568",0,8.619,0,0,0,14.571,0,0,0
"$16294","$16573",0,0,5.711,0,0,0,0,0,0
"$16294","$16584",0,0,0,0,0,75.544,0,0,0
"$16294","$16621",0,0,0,3.451,0,0,0,0,0
"$16294","$16867",17.437,0,0,0,0,0,0,0,0
"$16294","$16981",0,1.822,0,0,0,0,0,0,0
"$16294","$17003",4.31,0,0,0,0,0,0,0,0
"$16295","$16453",0,0,0,2.695,0,0,0,0,0
"$16296","$16016",0,13.536,0,0,0,0,0,0,0
"$16296","$16071",0,0,0,4.097,4.097,0,0,0,0
"$16296","$16101",0,0,0,3.015,0,0,0,0,0
"$16296","$16110",0,0,0,4.685,0,0,0,0,0
"$16296","$16111",0,0,0,9.311,0,0,0,0,0
"$16296","$16115",13.175,0,0,0,0,0,0,0,0
"$16296","$16137",10.163,0,0,0,0,0,0,0,0
"$16296","$16145",0,0,0,12.882,0,0,0,0,0
"$16296","$16171",0,0,0,3.451,0,0,0,0,0
"$16296","$16235",5.117,0,0,0,0,0,0,0,0
"$16296","$16453",0,0,0,5.426,5.426,0,5.387,0,0
"$16296","$16457",0,0,0,2.695,0,6.651,0,0,0
"$16296","$16503",0,0,3.145,0,0,0,0,0,0
"$16296","$16510",11.419,0,0,0,0,0,0,0,0
"$16296","$16568",0,0,0,33.655,4.215,0,0,0,0
"$16296","$16584",0,0,0,17.731,0,0,0,0,0
"$16296","$16589",0,0,0,0,0,0,13.011,0,0
"$16296","$16604",0,0,0,0,0,4.928,0,0,0
"$16296","$16609",0,0,0,2.947,0,0,0,2.947,0
"$16296","$16656",0,0,0,0,0.638,0,0,0,0
"$16296","$16689",6.238,0,0,0,0,0,0,0,0
"$16296","$16726",0,0,0,0,0,0,8.878,0,0
"$16296","$16757",0,0,0,2.649,0,0,0,0,0
"$16296","$16771",0,0,0,1.546,0,0,0,0,0
"$16296","$16878",0,0,0,1.135,0,0,0,0,0
"$16296","$16890",1.581,0,0,0,0,0,0,0,0
"$16296","$16914",0,0,0,0,0,0,2.59,3.43,0
"$16296","$16957",6.768,0,0,0,0,0,0,0,0
"$16296","$16999",0,0,0,8.878,0,0,0,0,0
"$16296","$17035",0,0,0,6.901,0,0,0,0,0
"$16296","$17076",0,5.987,0,0,0,0,0,0,0
"$16296","$17146",5.3,0,0,0,0,0,0,0,0
"$16297","$16456",0,0,0,0,0,9.351,0,0,0
"$16297","$16503",0,12.599,0,0,0,0,0,0,0
"$16297","$16805",0,0,0,0,0,6.116,0,0,0
"$16298","$16548",0,2.522,0,0,0,0,0,0,0
"$16298","$16717",0,0,2.012,0,0,0,0,0,0
"$16299","$16096",47.813,0,0,0,0,0,0,0,0
"$16299","$16101",11.754,0,0,0,0,0,0,0,0
"$16299","$16108",8.719,0,0,0,0,0,0,0,0
"$16299","$16156",8.212,0,0,0,0,0,0,0,0
"$16299","$16165",0,0,0,2.171,0,0,0,0,0
"$16299","$16169",0,0,0,0,1.496,0,0,0,0
"$16299","$16279",0,3.135,0,0,0,0,0,0,0
"$16299","$16325",0,0,0.887,0,0,0,0,0,0
"$16299","$16453",0,0,0,5.625,0,0,0,0,0
"$16299","$16476",5.419,0,0,0,0,0,0,0,0
"$16299","$16510",0,0,0.855,0,0,0,0,0,0
"$16299","$16568",0,0,0,7.95,4.489,0,0,0,0
"$16299","$16573",0,0,0,0,13.13,0,0,0,0
"$16299","$16582",0,0,0,0,7.181,0,0,0,0
"$16299","$16596",8.212,0,0,0,0,0,0,0,0
"$16299","$16675",0,0,0,4.343,0,0,0,0,0
"$16299","$16745",4.215,0,0,0,0,0,0,0,0
"$16299","$16756",0,0,0,4.215,0,0,0,0,0
"$16299","$16762",0,0,0,2.59,0,0,0,0,0
"$16299","$16899",3.506,0,0,0,0,0,0,0,0
"$16299","$16979",0,0,0,0,13.308,0,0,0,0
"$16299","$16981",3.351,0,0,0,0,0,0,0,0
"$16299","$17039",0,0,0,0,4.215,0,0,0,0
"$16299","$17059",0,0,0,1.791,0,0,0,0,0
"$16299","$17074",0,0,0,2.244,0,0,0,0,0
"$16300","$16009",0,5.397,0,0,0,0,0,0,0
"$16300","$16134",0,0,0,0,0,2.608,0,0,0
"$16300","$16477",0,2.165,0,0,0,0,0,0,0
"$16300","$17039",0,0,0,0,0,2.165,0,0,0
"$16301","$16012",5.091,0,0,0,0,0,0,0,0
"$16301","$16342",0,0,0,3.879,0,0,0,0,0
"$16301","$16503",0,0,0,0,0,0,0,0,6.379
"$16301","$17023",6.553,0,0,0,0,0,0,0,0
"$16301","$17077",0,0,0,12.578,0,0,0,0,0
"$16301","$17131",0.488,0,0,0,0,0,0,0,0
"$16302","$16598",0,0,0,0,0,0,0,13.645,0
"$16302","$16617",0,0,0,3.735,0,0,0,0,0
"$16302","$17039",0,0,0,8.266,0,0,0,0,0
"$16303","$16051",0,3.223,0,0,0,0,0,0,0
"$16303","$16107",0,0,0,3.668,0,0,0,0,0
"$16303","$16119",0,2.174,0,0,0,0,0,0,0
"$16303","$16122",0,7.338,0,0,0,0,0,0,0
"$16303","$16175",0,0,0,2.019,0,0,0,0,0
"$16303","$16206",0,2.273,3.332,0,0,0,0,0,0
"$16303","$16476",3.668,0,0,0,0,0,0,0,0
"$16303","$16568",0,0,0,7.336,0,0,0,0,0
"$16303","$16572",0,0,0,0,0,18.915,0,0,0
"$16303","$16575",0,7.192,0,0,2.825,0,0,0,0
"$16303","$16576",0,4.714,0,0,0,0,0,0,0
"$16303","$16579",0,0,0,2.825,0,0,0,0,0
"$16303","$16587",0,0,0,0,17.328,0,0,0,0
"$16303","$16598",0,0,0,3.863,0,0,0,0,0
"$16303","$16678",4.454,0,0,0,0,0,0,0,0
"$16303","$16701",0,0,0,6.355,0,0,0,0,0
"$16303","$16757",0,0,0,8.692,0,0,0,0,0
"$16303","$16758",0,0,0,1.287,0,0,0,0,0
"$16303","$16811",0,0,0,0,1.71,0,0,0,0
"$16303","$16851",4.853,0,0,0,0,0,0,0,0
"$16303","$16858",0,0,0,4.734,0,0,0,0,0
"$16303","$16862",0,0,0,0,0,5.987,0,0,0
"$16303","$16867",0,0,2.894,0,0,0,0,0,0
"$16303","$16941",3.457,0,0,0,0,0,0,0,0
"$16303","$16978",0,0,0,22.978,0,0,0,0,0
"$16303","$16998",0,8.593,0,0,0,0,0,0,0
"$16303","$17083",2.342,0,0,0,0,0,0,0,0
"$16303","$17086",0,0,0,5.646,0,0,0,0,0
"$16303","$17148",0,0,0,4.383,0,0,0,0,0
"$16304","$16000",0,0,0,28.595,0,0,0,0,0
"$16304","$16012",0,0,0,1.797,0,1.342,0,0,0
"$16304","$16018",0,0,2.908,0,0,0,0,0,0
"$16304","$16069",0,0,7.336,0,0,0,0,0,0
"$16304","$16070",0,11.293,0,0,0,0,0,0,0
"$16304","$16072",0,5.646,0,0,0,0,0,0,0
"$16304","$16187",0,0,5.271,0,0,0,0,0,0
"$16304","$16279",0,0,0,0,3.233,4.992,0,0,0
"$16304","$16325",0.887,0,0,0,0,0,0,0,0
"$16304","$16419",0,0,0,0,0,3.166,0,0,0
"$16304","$16452",0,0,0,2.695,0,0,0,0,0
"$16304","$16476",7.192,0,0,0,0,0,0,0,0
"$16304","$16503",0,0,4.94,0,0,0,0,0,0
"$16304","$16567",0,11.293,0,0.887,0,0,0,0,0
"$16304","$16568",0,0,0,0,9.468,0,0,0,0
"$16304","$16572",0,0,0,9.468,0,0,0,0,0
"$16304","$16584",0,0,12.923,0,0,0,0,0,0
"$16304","$16603",0,0,0,0,7.722,0,0,0,0
"$16304","$16604",12.296,0,0,0,0,0,0,0,0
"$16304","$16635",0,1.763,0,0,0,0,0,0,0
"$16304","$16701",0,25.498,0,0,0,0,0,0,0
"$16304","$16717",0,2.908,0,0,0,0,0,0,0
"$16304","$16833",8.001,0,0,0,0,0,0,0,0
"$16304","$17005",0,0,0,0,0,3.699,0,0,0
"$16304","$17009",0,6.576,0,0,0,0,0,0,0
"$16304","$17012",0,0,2.522,0,0,0,0,0,0
"$16304","$17023",0,11.768,0,0,0,0,0,0,0
"$16304","$17076",0,0,0,0,5.271,0,0,0,0
"$16305","$16012",1.21,0,0,0,0,0,0,0,0
"$16305","$16206",0,0,0,0,3.332,0,0,0,0
"$16305","$16572",9.191,0,0,0,0,0,0,0,0
"$16305","$16867",0,4.297,0,0,0,0,0,0,0
"$16305","$17066",0,0,0,0,0,2.16,0,0,0
"$16306","$16279",0,1.733,0,0,0,0,0,0,0
"$16306","$16338",0,0,0,0,3.804,0,0,0,0
"$16306","$16567",0,9.188,0,0,0,0,0,0,0
"$16306","$16998",0,0,0,3.668,0,0,0,0,0
"$16306","$17002",0,9.188,0,0,0,0,0,0,0
"$16306","$17071",2.522,0,0,0,0,0,0,0,0
"$16307","$16051",0,4.369,0,0,0,0,0,0,0
"$16307","$16106",0,1.45,0,0,0,0,0,0,0
"$16307","$16338",0,0,0,18.867,0,0,0,0,0
"$16307","$16342",0,0,0,1.532,0,0,0,0,0
"$16307","$17023",0,0,3.898,0,0,0,0,0,0
"$16307","$17039",0,0,0,0,3.804,0,0,0,0
"$16307","$25623",1.947,0,0,0,0,0,0,0,0
"$16308","$16566",0,0,7.192,0,0,0,0,0,0
"$16310","$16091",0,0,0,0,0,0,6.209,0,0
"$16310","$17039",0,0,0,0,0,0,0,2.877,0
"$16311","$16573",0,0,11.184,0,0,0,0,0,0
"$16312","$16151",0,9.273,0,0,0,0,0,0,0
"$16312","$16566",0,0,23.933,0,0,0,0,0,0
"$16312","$16567",0,0,20.128,0,0,0,0,0,0
"$16312","$16568",0,5.014,15.156,0,0,0,0,0,0
"$16312","$16575",0,5.014,0,0,0,0,0,0,0
"$16312","$16588",0,0,2.012,0,0,0,0,0,0
"$16312","$16603",0,7.504,0,0,0,0,0,0,0
"$16313","$16069",0,11.184,0,0,0,0,0,0,0
"$16313","$16566",0,12.291,0,0,0,0,0,0,0
"$16313","$16568",0,16.784,45.347,0,0,0,0,0,0
"$16313","$16569",0,1.441,0,0,0,0,0,0,0
"$16313","$16572",0,0,12.291,0,0,0,0,0,0
"$16313","$17004",0,1.448,0,0,0,0,0,0,0
"$16313","$17023",0,12.291,0,0,0,7.776,0,0,0
"$16314","$16476",0,0,0,0,0,0,0,0,10.029
"$16315","$16056",0,0.322,0,0,0,0,0,0,0
"$16315","$16088",0,11.914,0,0,0,0,0,0,0
"$16315","$16350",0,0,14.319,0,0,0,0,0,0
"$16315","$16561",6.09,0,0,0,0,0,0,0,0
"$16315","$16624",0,0,0,0.965,0,0,0,0,0
"$16316","$16012",3.798,0,0,0,0,0,0,0,0
"$16316","$16069",0,12.291,10.594,0,0,0,0,0,0
"$16316","$16343",0,0,0,0,0,3.826,0,0,0
"$16316","$16503",0,0,0,0,0,6.972,0,0,0
"$16316","$16538",0,9.624,0,0,0,0,0,0,0
"$16316","$16568",0,7.776,0,0,0,0,0,0,0
"$16316","$16572",0,0,8.943,0,0,0,0,0,0
"$16316","$16588",0,0,0,0,0,6.944,0,0,0
"$16316","$17024",0,1.448,0,0,0,0,0,0,0
"$16316","$17039",0,0,0,0,1.485,9.838,0,0,0
"$16318","$16572",0,0,7.261,0,0,0,0,0,0
"$16319","$16188",0,0,2.022,0,0,0,0,0,0
"$16319","$16568",0,0,8.666,0,0,0,0,0,0
"$16319","$16998",0,7.192,0,0,0,0,0,0,0
"$16321","$16566",0,0,2.956,0,0,0,0,0,0
"$16321","$16584",0,0,0,0,0,4.012,0,0,0
"$16322","$16621",2.3,0,0,0,0,0,0,0,0
"$16323","$16476",0,0,0,0,1.33,0,0,0,0
"$16324","$16456",0,0,0,5.477,0,0,0,0,0
"$16324","$16572",0,11.123,5.723,0,0,0,0,0,0
"$16324","$16718",0,7.892,0,0,0,0,0,0,0
"$16324","$16726",0,0,1.858,0,0,0,0,0,0
"$16324","$16812",0,0,0,2.524,0,0,0,0,0
"$16325","$16012",3.831,12.615,0,0,0,0,3.339,0,0
"$16325","$16107",0,0,0,0.887,0,0,0,0,0
"$16325","$16119",6.209,6.209,0,0,0,0,0,0,0
"$16325","$16588",0,0,3.152,0,0,0,0,0,0
"$16325","$16719",0,0,0,0,0,0,2.97,0,0
"$16326","$16568",1.406,0,0,0,0,0,0,0,0
"$16326","$16867",0,0,0,0,0,0,0.618,0,0
"$16327","$16012",0,0,0,0,2.524,0,0,0,0
"$16327","$16389",0,0,4.068,0,0,0,0,0,0
"$16327","$16478",0,3.786,0,0,0,0,0,0,0
"$16327","$16567",0,0,2.482,0,0,0,0,0,0
"$16327","$16568",0,0,0,0,0,2.14,0,0,0
"$16328","$17019",0,0,0,0,2.981,0,0,0,0
"$16329","$16069",0,0,2.956,0,0,0,0,0,0
"$16329","$17023",0,0,19.724,0,0,0,0,0,0
"$16329","$17039",0,0,0,0,2.795,0,0,0,0
"$16330","$16568",0,0,0,0,0,1.816,0,0,0
"$16331","$16566",0,0,7.896,0,0,0,0,0,0
